,charge.t1,charge.t2,charge.t3,charge.t4,charge.t5,charge.t6,charge.t7,charge.t8,charge.rate1,charge.rate2,charge.rate3,charge.rate4,charge.ramp1,charge.ramp2,charge.ramp3,charge.ramp4,charge.ramp5,charge.ramp6,charge.ramp7,charge.ramp8,charge.T0,charge.T1,charge.T2,charge.T3,charge.T4,charge.T5,charge.T6,charge.T7,charge.T_target,charge.iSOC,aging.an_len_expansion,aging.ca_len_expansion,aging.an_void_eps,aging.ca_void_eps,aging.an_i0_factor,aging.ca_i0_factor,aging.el_kappa_factor,aging.an_LiLoss,aging.an_LAM,aging.ca_LAM,aging.SOH
543,70.3255814,181.6744186,219.9244186,249.1744186,416.7994186,611.4244186,664.9101329,746.1672757,4.3,4.8,3.2,3.5,0.0233333,0.0266838,0.0716667,0.0737824,0.0133333,0.0079452,-0.0067911,-0.0044458,309.15,310.7909302,313.7621385,316.5033885,318.6615223,320.8965223,322.4428609,322.0796344,321.3861999,0.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
544,148.4081633,257.877551,287.127551,415.377551,439.1632653,551.6632653,727.9391274,833.4563688,4.9,3.2,5.6,2.9,0.0333333,0.0307313,0.0166667,0.009382,0.1083333,0.1259409,-0.0015556,-0.0011394,307.15,312.0969388,315.4610776,315.9485776,317.1518166,319.7286023,333.8969515,333.6227324,328.5838993,0.02,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
545,9.6716418,37.0746269,132.8193077,299.7980311,424.7980311,626.7980311,683.7012569,711.5722247,6.7,4.7,3.6,3.1,0.0583333,0.07684,0.0416667,0.0401383,0.0166667,0.0180931,-0.0009841,0.0012331,313.15,313.7141791,315.8198251,319.8091868,326.5114288,328.5947622,332.2495627,332.1935653,330.7594171,0.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
546,66.6382979,121.787234,168.696325,174.1508704,214.9055874,230.5282289,296.7682289,355.0882289,4.7,6.6,5.3,5.0,0.115,0.1171188,0.1133333,0.1060278,0.0716667,0.0611147,0.0333333,0.0285909,286.15,293.8134043,300.2723788,305.5887425,306.1670759,309.0878306,310.0426031,312.2506031,329.57726,0.44,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
547,11.5,35.5,117.0510204,189.7857143,221.2857143,278.8857143,352.1714286,383.0285714,7.2,4.9,4.0,2.8,0.17,0.1486224,0.0533333,0.0532535,0.065,0.0595735,0.0333333,0.0332644,285.15,287.105,290.6719383,295.021326,298.8947046,300.9422046,304.3736391,306.8164962,309.3881175,0.49,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
548,9.2432432,54.972973,120.5114345,200.8191268,331.961984,385.961984,527.3905554,676.5334125,7.4,3.9,2.8,2.8,0.23,0.2118173,0.035,0.0335367,0.0316667,0.0251568,0.0250538,-0.0030189,287.15,289.2759459,298.9622936,301.2561398,303.9493971,308.1022542,309.4607195,313.0040393,310.810143,0.31,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
549,87.6774194,116.7096774,162.4596774,197.7096774,278.1352093,327.9224434,491.9224434,502.58911,6.2,4.8,4.7,2.7,0.18,-0.0075829,0.03,-0.0165914,-0.0007396,-0.0006609,-0.0045864,-0.0078185,289.15,304.9319355,304.7117854,306.0842854,305.4994377,305.439954,305.4070499,304.6548802,304.3610249,0.34,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
550,43.5,90.75,119.0357143,221.25,351.0174419,443.9476744,471.719103,598.2333887,4.8,5.6,4.3,3.5,0.1033333,0.1005196,0.135,0.1419253,-0.0032518,-0.0022814,-0.0024898,-0.0011601,298.15,302.645,307.3945506,311.213122,325.7199173,325.2979388,325.085928,325.0167822,316.2603951,0.21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
551,196.2580645,268.2580645,337.1276297,459.997195,513.2145863,546.8667602,693.8667602,1028.3667602,3.1,4.6,4.6,2.4,0.0433333,0.0415014,0.0816667,-0.0158768,-0.0192946,-0.0207571,0.0183333,-0.0045281,288.15,296.6545161,299.6426157,305.2669635,303.3161891,302.2893807,301.5908595,304.2858595,304.0953931,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
552,56.64,58.56,62.6742857,81.1885714,170.4059627,370.7537888,485.4204555,706.7537888,7.5,3.5,2.3,2.7,0.0733333,0.1030939,0.0266667,0.0196486,0.01,0.0118169,0.01,0.0120064,313.15,317.3036,317.5015403,317.6112546,317.9750342,318.8672081,321.2346911,322.3813578,326.5924509,0.37,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
553,92.1176471,99.0,118.9285714,232.7142857,317.5714286,466.7142857,489.3809524,589.3809524,6.8,5.6,4.2,2.7,0.0666667,0.0638511,0.0433333,0.0276344,0.0233333,0.0153465,0.01,0.0136085,316.15,322.2911765,322.7306221,323.5941935,326.7385892,328.7185892,331.0074066,331.2340733,331.6928051,0.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
554,25.3636364,81.8181818,175.048951,234.1258741,271.4592075,378.1258741,505.7622378,585.9440559,4.4,3.9,2.7,2.2,0.1016667,0.1246637,-0.0060517,-0.0054391,0.015,0.0205833,-0.0030904,-0.0017807,304.15,306.7286364,313.766467,313.2022629,312.8809363,313.4409363,315.6364885,315.2420454,312.2588465,0.45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
555,34.9411765,162.0,182.8695652,255.3913043,531.9367589,711.9367589,757.2700922,910.6034256,3.4,6.9,2.2,2.7,0.015,0.0146349,0.0616667,0.0860683,0.0066667,0.0086077,0.01,-0.0015865,318.15,318.6741176,320.5336067,321.8205633,328.0623892,329.9060256,331.4554102,331.9087435,330.1632593,0.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
556,93.8571429,120.2142857,216.5672269,220.2731092,307.5458365,472.2731092,565.4495798,771.9201681,5.6,6.8,3.3,3.4,0.0966667,-0.0267274,0.027182,-0.0056751,-0.0048864,-0.0098887,0.015,-0.0138429,317.15,326.2228571,325.5183984,328.137465,328.1164337,327.6899816,326.0610379,327.458685,325.878376,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
557,51.4285714,144.0,243.3103448,309.1034483,442.817734,483.9605911,538.3996155,634.1069326,4.9,5.8,4.9,4.1,0.0833333,0.0828898,0.0043548,-0.0116434,0.0733333,0.0015829,0.0216667,0.0200701,295.15,299.4357143,307.1089426,307.5414235,306.7753663,316.5810806,316.6462067,317.8257189,317.8372519,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
558,63.9473684,145.4210526,216.4736842,244.8947368,271.8947368,421.2947368,679.0547368,742.4147368,7.6,3.8,4.0,2.5,0.29,-0.0166502,-0.0093981,-0.0063101,0.02,0.0168831,-0.0010373,-0.0012245,296.15,314.6947368,313.3381853,312.6704282,312.4910898,313.0310898,315.5534279,315.2860652,313.2161896,0.12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
559,80.5714286,108.8571429,114.8571429,243.4285714,252.6200608,349.8966565,522.6966565,620.6166565,4.2,4.2,4.7,2.5,0.04,0.032909,0.0262611,0.0188575,0.11,0.1123288,-0.0010347,-0.0005117,308.15,311.3728571,312.3037117,312.4612782,314.8858145,315.8968783,326.8238441,326.6450394,318.8714652,0.34,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
560,7.0714286,88.0714286,196.0714286,339.1933798,444.6219512,607.9076655,648.2276655,821.0276655,5.6,4.1,2.8,2.5,0.1,0.0809413,0.0383333,0.0370549,0.01,0.0135851,0.0083333,-0.0016305,308.15,308.8571429,315.4133907,319.5533907,324.8567637,325.9110494,328.1293064,328.4653064,326.7573077,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
561,108.8780488,144.8780488,171.8780488,189.8780488,328.3395872,383.7242026,518.9437148,674.358349,4.1,3.6,3.9,4.1,0.0883333,0.0849672,0.045,0.0427831,0.08,0.0719611,0.0483333,0.040047,289.15,298.767561,301.8263789,303.0413789,303.8114747,314.8883978,318.8739375,325.4095473,331.1056407,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
562,39.6,56.5714286,78.3388704,88.3853821,204.211469,348.211469,503.6660145,618.211469,7.0,4.3,2.3,2.2,0.255,-0.0085312,-0.011031,0.0097359,0.0133333,-0.0009554,-0.0010168,0.0027072,298.15,308.248,308.1032137,307.8630977,307.9609099,309.5052578,309.3676833,309.2096109,307.8636431,0.47,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
563,29.8125,96.75,145.5,155.25,252.6136364,329.5227273,397.6308354,453.0902948,6.4,4.8,4.4,3.7,0.0533333,0.0567499,0.0007862,0.0017672,0.025,-0.0013334,-0.0001351,-0.0101075,306.15,307.74,311.5386985,311.5770278,311.5942576,314.0283485,313.9257975,313.9165937,313.2734291,0.36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
564,58.4415584,105.6623377,221.7623377,274.8623377,344.379579,354.9313032,533.5466878,750.9313032,7.7,4.0,5.8,2.6,0.0766667,0.0231799,0.009148,0.0071393,-0.0113579,-0.0180264,0.0116667,-0.0024858,313.15,317.6305195,318.7250903,319.7871773,320.1662723,319.3767058,319.1864963,321.2703424,319.4222111,0.12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
565,56.5714286,102.122449,162.5752792,183.6318829,277.5449264,383.979709,580.479709,598.479709,4.9,5.3,2.3,2.4,0.1166667,0.1104433,0.1466667,0.1654532,0.0116667,0.0092899,0.0066667,0.0052087,294.15,300.75,305.7808053,314.6472204,318.1311038,319.226756,320.2155198,321.5255198,329.2834872,0.42,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
566,53.6842105,122.5263158,134.1733746,233.7027864,293.4993965,299.6010915,384.3510915,414.3510915,5.7,3.4,5.9,4.8,0.17,0.1672652,0.0383333,0.0358261,0.045,0.0502322,0.03,0.0319767,288.15,297.2763158,308.7912064,309.237677,312.8034324,315.4942798,315.8007813,318.3432813,319.2003841,0.39,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
567,58.6153846,119.5384615,121.7425432,175.3751962,280.533091,356.3225647,379.3994877,443.0917954,7.8,4.9,3.8,3.9,0.105,0.084358,0.0316667,0.0165526,0.045,0.0498408,0.0283333,0.0316949,298.15,304.3046154,309.4439615,309.5137574,310.4015162,315.1336214,318.9110325,319.5648786,318.8884144,0.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
568,59.2941176,119.6470588,150.5042017,219.289916,278.2554332,353.9795711,423.2103404,550.5949558,6.8,5.6,5.8,2.6,0.23,0.0020275,0.1633333,0.0096797,0.0043238,-0.0169864,0.0166667,0.016872,292.15,305.7876471,305.9100111,310.9500111,311.6158349,311.8707872,310.5845097,311.7383558,313.0773528,0.21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
569,92.7272727,257.4545455,357.1468531,391.3006993,541.5615689,633.909395,796.5760616,984.5760616,3.3,3.9,2.3,2.7,0.0366667,0.0296413,0.0533333,0.0101906,0.0002306,-0.0022395,0.0017336,0.001086,289.15,292.55,297.432734,302.7496571,303.0977061,303.1323549,302.9255424,303.2075487,303.7604906,0.15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
570,14.1971831,65.4084507,152.6084507,159.0084507,230.1304019,312.6669873,380.3033509,486.1215327,7.1,4.5,4.1,3.3,0.1633333,0.1464873,0.0266667,0.0327203,0.0216667,0.0195952,0.015,0.0145185,307.15,309.4688732,316.9706752,319.2960086,319.5054186,321.0463942,322.6637147,323.6782602,329.0350576,0.37,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
571,147.75,250.5,306.9545455,311.0454545,363.7121212,412.3787879,432.5739098,517.7446415,4.8,4.4,5.4,4.1,0.08,0.0054202,0.0616667,0.0082909,0.0047228,-0.0012339,0.0216667,0.0174767,293.15,304.97,305.5269233,309.0082869,309.0422043,309.2909393,309.2308892,309.6684502,310.3945293,0.27,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
572,29.8285714,90.0,280.4210526,339.1578947,398.8150376,423.5007519,625.654598,658.8853673,7.0,3.8,3.5,2.6,0.0633333,0.0676754,0.0066277,0.0039166,0.0166667,-0.0030644,-0.0035839,0.0015337,316.15,318.0391429,322.1112676,323.3733137,323.6033611,324.5976468,324.5220007,323.797497,323.0866627,0.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
573,24.8108108,80.7567568,247.1567568,259.1567568,265.6367568,341.9567568,493.1567568,673.1567568,7.4,4.5,5.0,3.0,0.285,0.2455583,0.0266667,0.0254671,0.1033333,0.1152394,-0.0001089,-0.0015764,285.15,292.2210811,305.9590747,310.396408,310.7020128,311.3716128,320.1666821,320.1502192,313.1487488,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
574,41.4246575,62.630137,118.880137,233.630137,275.3143475,286.6827686,329.1627686,424.9227686,7.3,4.8,5.7,5.0,0.2616667,-0.0085492,-0.0037388,-0.0004164,-0.0159015,-0.0213668,-0.0204511,-0.0138395,299.15,309.9894521,309.8081613,309.5978514,309.5500696,308.8872267,308.6443194,307.7755564,307.0598149,0.32,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
575,8.7428571,35.4857143,127.9563025,249.3680672,367.0603749,448.7526826,524.6445745,691.0229529,7.0,5.1,5.2,3.7,0.0633333,0.078196,0.0533333,0.0598964,0.0366667,-0.005812,-0.0036183,-0.006392,297.15,297.7037143,299.7949,304.7266647,311.9987875,316.3141721,315.8393785,315.5647814,314.4552496,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
576,19.5428571,31.3714286,187.1839286,211.9339286,293.8913754,357.4658435,508.4902337,558.5390142,7.0,6.4,4.7,4.1,0.1333333,0.1415639,0.0733333,0.0117943,0.0283333,-0.0082193,-0.006526,-0.0089321,310.15,312.7557143,314.4302126,325.8564626,326.1483705,328.4704982,327.9479634,326.9623725,326.7912742,0.15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
577,28.173913,130.6956522,170.1571906,254.6187291,262.8005473,400.2550927,500.4290058,658.5159623,4.6,5.2,2.2,2.3,0.04,0.052452,0.035,0.0360697,0.0066667,0.0063652,0.0066667,0.0040809,310.15,311.2769565,316.654426,318.0355799,321.0820842,321.1366296,322.0115548,322.6793809,323.303221,0.35,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
578,21.6,81.2571429,197.5648352,369.2571429,448.3006211,564.1267081,585.7267081,863.6467081,3.5,3.9,4.6,2.5,0.035,0.0405951,0.045,0.0536329,-0.0076855,-0.0034053,-0.002437,-0.0003371,314.15,314.906,317.3277861,322.5616322,331.769996,331.1625107,330.7680935,330.7154535,325.8020778,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
579,98.7692308,190.1538462,198.1538462,226.7252747,234.0586081,320.0586081,378.4586081,479.2586081,3.9,6.3,5.4,4.5,0.0483333,0.0031902,0.0516667,0.0510216,0.0816667,0.0791553,-0.0056974,-0.002859,317.15,321.9238462,322.2153854,322.6287187,324.0864778,324.6853667,331.4927262,331.1599997,324.2259595,0.34,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
580,42.24,52.32,115.32,139.5507692,184.2174359,227.5507692,305.6971107,327.6483302,7.5,5.2,5.4,4.1,0.1,0.1182856,0.035,0.0274676,0.0383333,-0.0041909,-0.0028567,-0.0057929,313.15,317.374,318.5663191,320.7713191,321.43688,323.1491022,322.967496,322.7442528,321.7649674,0.47,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
581,37.9459459,141.0810811,199.2349272,220.2810811,323.9174447,441.7356265,485.4499122,633.3070551,3.7,6.5,3.3,2.8,0.0383333,0.0394444,0.22,0.2444252,0.0333333,0.0308819,0.01,0.0089277,284.15,285.6045946,289.6726988,302.466545,307.6107562,311.0653017,314.703755,315.1408979,322.8149844,0.31,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
582,92.4827586,97.4482759,137.3054187,210.591133,321.3081141,429.3081141,529.0004218,643.9234988,5.8,5.6,5.3,2.6,0.175,0.0070576,0.04,-0.0068305,-0.0040942,-0.0072394,0.0166667,-0.0015921,293.15,309.3344828,309.3695273,310.963813,310.4632378,310.0099435,309.2280872,310.8896257,310.1513495,0.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
583,23.1044776,49.4328358,151.6471215,255.1471215,273.5144685,389.5961011,452.3389583,546.9675297,6.7,5.6,4.9,3.5,0.215,0.18612,0.1066667,0.108588,0.0316667,0.0424935,-0.0022713,0.0040034,292.15,297.1174627,302.0176956,312.9205527,324.1594131,324.7410457,329.6737571,329.5312508,327.8098788,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
584,18.2278481,58.3291139,129.2382048,131.420023,191.420023,241.9463388,298.5177674,333.4891959,7.9,3.3,5.7,3.5,0.325,0.3498881,0.055,0.0594599,0.17,0.1696261,0.02,-0.0045473,286.15,292.0740506,306.1050058,310.0050058,310.1347366,320.3347366,328.9053168,330.0367454,328.9058362,0.49,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
585,40.95,67.5,129.4534884,175.5,204.9545455,206.2636364,258.7636364,392.2636364,8.0,4.3,5.5,2.4,0.27,0.0419842,-0.0047399,-0.0104902,0.0055168,0.0064099,0.0066667,0.0061447,305.15,316.2065,317.3211799,317.0275293,316.5444901,316.7069852,316.7153764,317.0653764,316.6203653,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
586,37.3090909,153.8181818,200.5208845,281.2776413,399.2350881,494.9797689,564.6571883,767.8829947,5.5,3.7,4.7,3.1,0.04,0.0505991,0.0183333,0.0115707,0.0283333,0.0248637,0.0166667,0.0045515,311.15,312.6423636,318.5376194,319.3938356,320.3282505,323.6703781,326.0509485,327.2122389,331.779095,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
587,91.7260274,124.7671233,140.0671233,225.5671233,344.881409,509.4528376,721.8528376,795.0528376,7.3,4.0,3.5,3.0,0.07,0.0032377,0.06,0.0562971,-0.0086193,-0.0148626,0.0017799,0.0013796,318.15,324.5708219,324.6778007,325.5958007,330.4092027,329.3808025,326.9348383,327.3128793,327.2333665,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
588,36.5454545,74.7272727,93.3939394,179.3939394,234.6796537,302.8225108,377.4891775,480.1558442,6.6,5.4,5.6,2.7,0.1133333,0.1302073,0.0383333,0.0309622,-0.0050448,0.0183533,-0.0022235,-0.0006508,294.15,298.2918182,303.2633701,303.9789256,306.6416724,306.3627683,307.6134148,307.4473967,304.2918747,0.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
589,58.3636364,77.4545455,152.1715266,202.4356775,271.0606775,328.4356775,370.1956775,475.3156775,6.6,5.3,3.2,2.5,0.0766667,0.0328419,0.0366667,-0.0004585,-0.0045673,-0.0027494,0.0083333,0.0053793,301.15,305.6245455,306.2515275,308.9911501,308.968102,308.6546715,308.496927,308.844927,307.2748769,0.41,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
590,69.6,175.2,194.2,295.2,429.8086957,667.7217391,803.1503106,1082.578882,4.5,3.6,2.3,2.1,0.0266667,0.0246785,0.045,0.0492983,0.0266667,0.0246474,0.0166667,0.0157047,285.15,287.006,289.6120516,290.4670516,295.4461821,299.0357473,304.8996822,307.1568251,329.3053397,0.13,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
591,62.8860759,70.6329114,160.6329114,212.1783659,311.9965478,343.9056387,374.1456387,489.3456387,7.9,4.4,4.4,2.5,0.1616667,0.167493,0.025,0.0223818,0.0280898,0.0285328,0.0083333,0.0028636,305.15,315.3165823,316.6141229,318.8641229,320.0178045,322.8216733,323.7321279,323.9841279,328.8376051,0.36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
592,44.0597015,75.761194,113.0469083,131.0469083,187.3378174,234.4650901,287.5650901,319.9650901,6.7,5.6,5.5,4.0,0.2183333,0.2303915,0.04,0.0259043,0.055,0.0622353,-0.0035339,-0.0038817,301.15,310.7697015,318.0734545,319.5648831,320.03116,323.12716,326.0601416,325.8724899,324.9050945,0.47,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
593,117.509434,196.3018868,282.8403483,285.6095791,402.2762458,514.2762458,568.2762458,736.2762458,5.3,5.2,5.4,2.4,0.0366667,0.0195894,0.035,0.0273132,0.0383333,0.0162458,0.01,0.0111262,314.15,318.4586792,320.0021755,323.0310217,323.1066581,327.5788804,329.3984134,329.9384134,329.2193505,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
594,71.4782609,112.173913,200.9180991,289.6622851,434.7872851,590.0372851,594.2725793,659.9196381,6.9,4.3,3.2,3.4,0.0833333,0.1092297,0.03,0.0383149,-0.0049753,-0.0124051,0.015,0.0130299,308.15,314.1065217,318.551696,321.2140215,324.6142424,323.8922053,321.9663118,322.0298412,322.8563236,0.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
595,115.2,209.8285714,324.8529617,342.4139373,439.9139373,526.9139373,637.7939373,657.9539373,3.5,4.1,2.4,2.5,0.0383333,0.0375159,0.0216667,0.0237385,0.0116667,0.0122445,0.0283333,0.0272292,301.15,305.566,309.1160806,311.6082757,312.025147,313.162647,314.2279221,317.3695221,332.4929634,0.38,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
596,184.7368421,286.1052632,362.2195489,428.0481203,432.0481203,511.2481203,626.8270677,725.3533835,3.8,3.5,4.5,3.8,0.0183333,0.0176048,0.0183333,0.0139131,0.0266667,0.0166789,0.0183333,0.0212777,317.15,320.5368421,322.3214145,323.7168431,324.632721,324.7393876,326.0603546,328.179302,332.9759002,0.18,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
597,130.8,262.8,367.7142857,443.8285714,539.5885714,597.1885714,744.1885714,766.6885714,3.0,3.5,5.0,2.4,0.0466667,0.0475998,0.0316667,0.034047,-8.62e-05,0.0010743,-0.0019809,-0.0035987,293.15,299.254,305.5371708,308.8594565,311.4509206,311.4426687,311.5045461,311.2133475,310.3611217,0.23,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
598,11.6470588,66.7058824,146.8568257,241.9511654,335.0077691,364.8945616,431.8945616,529.8945616,6.8,5.3,5.3,3.6,0.2133333,0.2022899,0.06,0.0364517,0.0022919,0.0041024,0.0166667,-0.001088,304.15,306.6347059,317.7725501,322.5816067,326.0479584,326.2612365,326.3838445,327.5005112,326.3761961,0.22,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
599,52.5,71.25,105.0,162.0,346.32,491.76,511.3963636,745.3963636,4.8,4.8,2.5,2.2,0.055,0.0692474,0.0733454,0.0762289,0.0034472,0.0024675,0.0066667,0.006745,303.15,306.0375,307.3358896,309.8112984,314.1563479,314.7917316,315.1506088,315.2815179,315.4142511,0.35,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
600,81.8709677,119.0322581,246.8689928,306.3791968,389.1791968,425.1791968,508.4291968,638.9291968,6.2,4.9,5.0,4.8,0.05,0.0595274,0.0210854,0.0292549,0.0201668,-0.0006169,-0.0031325,-0.0216319,303.15,307.2435484,309.4556616,312.1511479,313.8921104,315.5619237,315.5397171,315.2789358,314.8223924,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
601,45.45,53.1,100.1769231,168.8538462,190.4538462,240.1338462,392.3624176,440.7052747,8.0,6.5,5.0,3.5,0.145,0.1532722,0.055,0.046674,0.0333333,0.0232574,0.0166667,0.020234,312.15,318.74025,319.9127825,322.5020133,325.7074409,326.4274409,327.5828703,330.1200132,331.8533217,0.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
602,68.7272727,74.4545455,131.6853147,212.9160839,349.948342,370.8515678,429.4801392,549.8229964,4.4,3.9,3.1,3.5,0.04,0.0293155,0.0766667,0.0791585,0.0133333,0.0132234,0.0166667,0.0171344,296.15,298.8990909,299.0669888,303.4546811,309.8847864,311.7118831,311.9882941,312.9654369,314.8817492,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
603,80.8301887,115.4716981,148.1989708,206.0171527,239.0982337,384.0712067,497.3653244,601.1300302,5.3,3.3,3.7,3.4,0.095,0.0888515,0.0566667,0.0556505,-0.0052668,-0.0024145,-0.0065951,-0.0015675,309.15,316.8288679,319.9068193,321.7613648,324.9789768,324.8047449,324.4547082,323.7075222,323.013095,0.31,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
604,77.5384615,166.1538462,183.8142235,226.6066763,252.5266763,333.1666763,412.6149522,515.649435,3.9,5.3,2.5,2.9,0.08,0.0818985,0.1466667,0.146786,0.01,0.0078336,0.04,0.0378185,286.15,292.3530769,299.610542,302.2007306,308.4820634,308.7412634,309.3729612,312.5508923,318.1040467,0.46,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
605,98.3283582,121.4328358,271.2706737,421.1085115,499.9656544,513.6799401,599.1799401,658.8049401,6.7,3.7,4.2,3.2,0.2166667,-0.0014652,-6.1e-06,0.0008578,-0.0066858,0.0002694,-2.02e-05,0.0068743,302.15,323.4544776,323.4206255,323.4197071,323.5482377,323.0210186,323.0247139,323.0229889,321.647905,0.18,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
606,4.9090909,180.0,259.7142857,278.5714286,331.1868132,585.956044,605.5924076,639.956044,4.4,4.2,2.6,2.2,0.0783333,0.0880424,0.0466667,0.045873,0.03,0.0305327,0.0066667,0.0038625,285.15,285.5345455,300.9499676,304.6699676,305.5350019,307.1134635,314.8922601,315.0231692,317.0886561,0.36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
607,16.875,57.375,119.9013158,169.7960526,216.332638,288.332638,340.5907025,447.4294122,6.4,5.7,4.1,3.1,0.205,0.1747626,0.06,0.0447286,0.0383333,0.0438395,0.0133333,0.0104753,295.15,298.609375,305.68726,309.4388389,311.6705621,313.4544645,316.6109065,317.3076807,319.3376894,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
